Armi	armia	Armii	subst:sg:gen:f	1	COMPOS-LWR	NON-SGJP	PN	ERR
artukuł	artykuł	artykuł	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
artystystyczna	artystystyczny	artystyczna	adj:sg:nom:f:pos	1	COMPOS	NON-SGJP	CW	ERR-TAGE
attache	attaché	attaché	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	CW	CERR
augostowskim	Augustowski	augustowskim	adj:sg:loc:m3:pos	1	NCOMPOS	NON-SGJP	PN	ERR
automatyczni	automatycznie	automatycznie	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
autriackiego	austriacki	austriackiego	adj:sg:gen:m3:pos	1	NCOMPOS	NON-SGJP	PN	ERR
AWS-	AWS-	AWS-	subst:sg:nom:f	1	COMPOS-ndm	NON-SGJP	ACRO	TERR
AWS'u	AWS	AWS-u	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	COMPD	CERR
az	aż	aż	comp	1	NCOMPOS	NON-SGJP	CW	ERR
a	z	z	prep:gen:nwok	1	NCOMPOS	NON-SGJP	CW	ERR
a j e n t a	ajent	ajenta	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	CW	DERR
baaardzo	bardzo	bardzo	adv:pos	1	NCOMPOS	NON-SGJP	CW	DERR
ba	badanie	badanie	subst:sg:acc:n	1	NCOMPOS	NON-SGJP	CW	ERR
Badowicz	Badrowicz	Badrowicz	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
badz	bądź	bądź	qub	1	NCOMPOS	NON-SGJP	CW	ERR
bajzla	bajzel	bajzlu	subst:sg:gen:m3	1	COMPOS	NON-SGJP	CW	ERR
bak	brak	brak	pred	1	NCOMPOS	NON-SGJP	CW	ERR
balwiarz	balwiarz	balwierz	subst:sg:nom:m1	1	COMPOS	NON-SGJP	CW	ERR-TAGE
bananowego	bananowy	bananowy	adj:sg:acc:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
banji	bungee	bungee	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	ERR
bar	bardzo	bardzo	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Bar	bardzo	Bardzo	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Barcerowicz	Balcerowicz	Balcerowicz	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
bar dziej	bardzo	bardziej	adv:com	1	NCOMPOS	NON-SGJP	CW	ERR
-batalistycznych	batalistyczny	adj:pl:gen:m3:pos	-|batalistycznych	-|batalistyczny	interp|adj:pl:gen:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
bąbki	bąbka	bombki	subst:pl:acc:f	1	COMPOS	NON-SGJP	CW	ERR-TAGE
be	bez	bez	prep:gen:nwok	1	NCOMPOS	NON-SGJP	CW	ERR
bedą	być	będą	bedzie:pl:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
bedeą	będzie	będą	bedzie:pl:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
bedzie	być	będzie	bedzie:sg:ter:imperf	3	NCOMPOS	NON-SGJP	CW	ERR
bedziesz	być	będziesz	bedzie:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
bedzię	być	będzie	bedzie:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
Belli	Béla	Béli	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
benkart	bękart	bękart	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	CW	ERR
Berceley	Berkeley	Berkeley	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	ERR
Bertrand'a	Bertrand	Bertranda	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
Besanćon	Besançon	Besançon	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Betulii	Betula	Betuli	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	ERR
bez nadziejny	beznadziejny	beznadziejny	adj:sg:acc:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
beż	bez	bez	prep:gen:nwok	1	NCOMPOS	NON-SGJP	CW	ERR
bę	być	będziesz	bedzie:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
będziem	być	będziemy	bedzie:pl:pri:imperf	1	NCOMPOS	NON-SGJP	CW	DERR
Bialogard	Białogard	Białogard	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	PN	ERR
bialogardzkim	białogardzki	białogardzkim	adj:sg:inst:m1:pos	1	NCOMPOS	NON-SGJP	PN	ERR
bibiografię	bibliografia	bibliografię	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
bicepsu	biceps	bicepsa	subst:sg:gen:m3	2	COMPOS	NON-SGJP	CW	ERR
biju	bić	biją	fin:pl:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
biografi	biografia	biografii	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	CW	ERR
bląd	błąd	błąd	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	CW	ERR
bleeeeee	ble	ble	interj	1	NCOMPOS	NON-SGJP	CW	DERR
*blisko*znaczne	bliskoznaczny	bliskoznaczne	adj:pl:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	DERR
Blitzkrieg'u	blitzkrieg	Blitzkriegu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	COMPD	ERR
blokade	blokada	blokadę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
bno	bo	bo	comp	1	NCOMPOS	NON-SGJP	CW	ERR
bokowisko	blokowisko	blokowisko	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	CW	ERR
bonią	broń	bronią	subst:pl:inst:f	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
boszewikiem	bolszewik	bolszewikiem	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	CW	ERR
bójta	bać	bójcie	impt:pl:sec:imperf	1	NCOMPOS	NON-SGJP	CW	DERR
bóóój	bać	bój	impt:sg:sec:imperf	2	NCOMPOS	NON-SGJP	CW	DERR
brac	brać	brać	inf:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
brakowło	brakować	brakowało	praet:sg:n:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
Bregovic'a	Bregovic	Bregovicia	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	ERR-TAGE
bronil	bronić	bronił	praet:sg:m1:perf	1	NCOMPOS	NON-SGJP	CW	ERR
brrr	brr	brr	interj	3	NCOMPOS	NON-SGJP	CW	DERR
Brrrrrrrrrrrrrrr	brr	Brr	interj	1	NCOMPOS	NON-SGJP	CW	DERR
buaaaaahahahaha	buahahahaha	buahahahaha	interj	1	NCOMPOS	NON-SGJP	CW	DERR
Budowalańcy	budowlaniec	Budowlańcy	subst:pl:nom:m1	1	NCOMPOS	NON-SGJP	CW	ERR
burmistrz	burmistrz	burmistrza	subst:sg:gen:m1	1	COMPOS-ndm	NON-SGJP	CW	ERR
Bush'a	Bush	Busha	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
buzie	buzia	buzię	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
byl	być	był	praet:sg:m1:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
byly	być	były	praet:pl:f:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
były	być	była	praet:sg:f:imperf	1	COMPOS-ALT	NON-SGJP	CW	ERR
cala	cały	cała	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
calego	cały	całego	adj:sg:gen:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
całką	całkiem	całkiem	adv	1	NCOMPOS	NON-SGJP	CW	ERR
cało	całodzienny	całodziennym	adj:sg:inst:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
cczytac	czytać	czytać	inf:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
ce	centrum	centrum	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	ERR
ce	Ceresit	Ceresit	subst:sg:nom:m3	3	NCOMPOS	NON-SGJP	PN	ERR
charakteruzującej	charakteryzować	charakteryzującej	pact:sg:gen:f:imperf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
Chazaru	Chazar	Chazarowi	subst:sg:dat:m1	1	NCOMPOS	NON-SGJP	PN	ERR
chcę	chcieć	chcą	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
chciałą	chciać	chciała	praet:sg:f:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
chcij	chcieć	chciej	impt:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
chesz	chcieć	chcesz	fin:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
Chill-Out	chillout	chillout	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	PN	ERR
chlopakiem	chłopak	chłopakiem	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	CW	ERR
chluśniem	chlusnąć	chluśniemy	fin:pl:pri:perf	1	NCOMPOS	NON-SGJP	CW	DERR
Chmielarczyk	Chmierarczyk	Chmierarczyk	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
cho	chomik	chomik	subst:sg:nom:m2	1	NCOMPOS	NON-SGJP	CW	ERR
chociaz	chociaż	chociaż	qub	1	NCOMPOS	NON-SGJP	CW	ERR
choć	chodzić	chodź	impt:sg:sec:imperf	4	NCOMPOS	NON-SGJP	CW	ERR
chomi	chomik	chomik	subst:sg:nom:m2	1	NCOMPOS	NON-SGJP	CW	ERR
chrzeszczącego	chrzęszczący	chrzęszczącego	adj:sg:gen:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
chu	chudy	chudy	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Chu	chuj	Chuj	subst:sg:nom:m2	1	NCOMPOS	NON-SGJP	CW	ERR
chud	chudy	chudy	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
chuj	chuj	chuja	subst:sg:acc:m2	1	COMPOS-ndm	NON-SGJP	CW	ERR
chuj	chuj	chuja	subst:sg:acc:m3	1	COMPOS-ndm	NON-SGJP	CW	ERR
chwile	chwila	chwilę	subst:sg:acc:f	2	NCOMPOS	NON-SGJP	CW	ERR
chwilę	chwila	chwile	subst:pl:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
ciążę	ciąża	ciąże	subst:pl:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
CIEEE-KAWE	ciekawy	CIEKAWE	adj:sg:nom:n:pos	1	NCOMPOS	NON-SGJP	CW	DERR
cie	ty	cię	ppron12:sg:acc:f:sec:nakc	1	NCOMPOS	NON-SGJP	CW	ERR
CIe	ty	Cię	ppron12:sg:acc:f:sec:nakc	1	NCOMPOS	NON-SGJP	CW	ERR
cie	ty	cię	ppron12:sg:acc:m1:sec:akc	1	NCOMPOS	NON-SGJP	CW	ERR
cie	ty	cię	ppron12:sg:acc:m1:sec:nakc	2	NCOMPOS	NON-SGJP	CW	ERR
ciężarowek	ciężarówka	ciężarówek	subst:pl:gen:f	1	NCOMPOS	NON-SGJP	CW	ERR
CKOSMO	Cosmo	COSMO	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	PN	ERR
conajmniej	conajmniej	co najmniej	qub	1	NCOMPOS	NON-SGJP	CW	ERR
conajwżej	conajwżej	co najwyżej	adv	1	NCOMPOS	NON-SGJP	CW	ERR
Connexu	Connex	Conneksu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	ERR
Coo	co	Co	qub	1	NCOMPOS	NON-SGJP	CW	DERR
cooo	co	co	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	CW	DERR
Cooo	co	co	subst:sg:nom:n	2	NCOMPOS	NON-SGJP	CW	DERR
Coster'a	Coster	Costera	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
Courvoisier'em	Courvoisier	Courvoisierem	subst:sg:inst:m3	1	NCOMPOS	NON-SGJP	COMPD	CERR
coż	cóż	cóż	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	CW	ERR
cóóóż	cóż	cóż	subst:sg:nom:n	2	NCOMPOS	NON-SGJP	CW	DERR
Creutzfeldta	Creutzfeld	Creutzfelda	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
cudzysłowiu	cudzysłów	cudzysłowie	subst:sg:loc:m3	1	COMPOS	NON-SGJP	CW	ERR
cykliczna	cykliczny	cykliczną	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Cyn-gle	cyngiel	Cyngle	subst:sg:nom:m3	2	NCOMPOS	NON-SGJP	CW	DERR
czarodzieji	czarodziej	czarodziejów	subst:pl:gen:m1	1	NCOMPOS	NON-SGJP	CW	ERR
czas	czas	czasami	subst:pl:inst:m3	1	COMPOS-ALT	NON-SGJP	CW	ERR
czasy	czas	czasu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
cz	czyjś	czyjąś	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Cze	cześć	Cześć	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	CW	DERR
Czerw	czerwono	Czerwono	adja	1	NCOMPOS	NON-SGJP	SYMB	DERR
czmu	czemu	czemu	adv	1	NCOMPOS	NON-SGJP	CW	ERR
czsaopisma	czasopismo	czasopisma	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	CW	ERR
czsu	czas	czasu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Cztał	czytać	Czytał	praet:sg:m1:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
czterdziesto	czterdziestoletni	czterdziesto-	adj:sg:nom:m1:pos	1	NCOMPOS	NON-SGJP	CW	ERR
czu	czuć	czuje	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
czy	co	co	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	ERR
czyms	coś	czymś	subst:sg:inst:n	1	NCOMPOS	NON-SGJP	CW	ERR
czynnej	czynny	czynne	adj:sg:nom:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
czytalem	czytać	czytałem	praet:sg:m1:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
czytelnicz	czytelniczość	czytelniczością	subst:sg:inst:f	1	NCOMPOS	NON-SGJP	CW	ERR
czy	trzy	trzy	num:pl:nom:n:congr	1	NCOMPOS	NON-SGJP	CW	ERR
daaawno	dawno	dawno	adv:pos	1	NCOMPOS	NON-SGJP	CW	DERR
daawnych	dawny	dawnych	adj:pl:gen:f:pos	1	NCOMPOS	NON-SGJP	CW	DERR
dadać	dodać	dodać	inf:perf	1	NCOMPOS	NON-SGJP	CW	ERR
dalo	dać	dało	praet:sg:n:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
dal eko	daleko	daleko	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
danch	dana	danych	subst:pl:gen:f	1	NCOMPOS	NON-SGJP	CW	ERR
darwnizmu	darwinizm	darwinizmu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Dąmbrowskiego	Dąbrowski	Dąbrowskiego	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
DDC	DCC	DCC	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	ACRO	ERR
d	długi	długi	adj:pl:acc:m3:pos	2	NCOMPOS	NON-SGJP	CW	ERR
d...	dupa	dupie	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	DERR
d..	dupa	dupie	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	DERR
d...	dupa	dupie	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	DERR
defrakcji	dyfrakcja	dyfrakcji	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	CW	ERR
dej	dać	daj	impt:sg:sec:perf	1	COMPOS	NON-SGJP	CW	ERR
dele	delagacja	delegacje	subst:pl:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
demakracji	demokracja	demokracji	subst:sg:gen:f	2	NCOMPOS	NON-SGJP	CW	ERR
Dentinoxu	Dentinox	Dentinoksu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	ERR
depesze	depesza	depeszę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
Dewey’a	Dewey	Deweya	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
dez	dezintegracja	dezintegracja	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
DivXa	DivX	DivX-a	subst:sg:gen:m2	1	NCOMPOS	NON-SGJP	ACRO	ERR
dja	dj	DJ-a	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	CW	ERR
dj'ami	dj	DJ-ami	subst:pl:inst:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
DJów	DJ	DJ-ów	subst:pl:acc:m1	1	NCOMPOS	NON-SGJP	CW	ERR
d***kratycznych	demokratyczny	demokratycznych	adj:pl:gen:m3:pos	1	NCOMPOS	NON-SGJP	SYMB	DERR
dla tego	dlatego	dlatego	adv	2	NCOMPOS	NON-SGJP	CW	ERR
dlugasna	długaśny	długaśna	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
dofinansowani	dofinansować	dofinansowanie	ger:sg:loc:n:perf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
doł	dół	dół	subst:pl:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
