AAP	AAP	subst:sg:acc:f	1	NCH-->ACRO
ABB	ABB	subst:sg:nom:n	1	NCH-->ACRO
ABC	ABC	subst:sg:nom:n	5	NCH-->ACRO
AC	AC	subst:sg:gen:n	2	NCH-->ACRO
AE	AE	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
AF	AF	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
AFP	AFP	subst:sg:gen:f	1	NCH-->ACRO
AFP	AFP	subst:sg:nom:f	3	NCH-->ACRO
AGD	AGD	adj:sg:gen:m3:pos	2	SYMB-->ACRO	CORR-->TAGE
AGD	AGD	subst:pl:gen:n	1	NCH-->ACRO
AGD	AGD	subst:pl:nom:n	2	NCH-->ACRO
AGFY	AGFA	subst:sg:gen:f	1	PN-->ACRO
AIDS	AIDS	subst:sg:gen:m3	1	NCH-->ACRO
AIDS	AIDS	subst:sg:inst:m3	1	NCH-->ACRO
AIDS	AIDS	subst:sg:nom:n	1	NCH-->ACRO
AK	AK	subst:sg:gen:f	12	NCH-->ACRO
AL	AL	subst:sg:gen:f	1	NCH-->ACRO
AM	AM	subst:sg:gen:f	5	NCH-->ACRO
AM	AM	subst:sg:nom:f	3	NCH-->ACRO
AN]SPY-1	AN]SPY-1	subst:sg:nom:n	2	CORR-->ERR
AP	AP	subst:sg:gen:f	1	NCH-->ACRO
AP	AP	subst:sg:nom:f	1	NCH-->ACRO
AP	AP	subst:sg:nom:n	1	NCH-->ACRO
AR	AR	subst:sg:gen:f	3	NCH-->ACRO
ARiMR	ARiMR	subst:sg:gen:f	2	NCH-->ACRO
AS	AS	subst:sg:acc:m3	1	NCH-->ACRO
AS	AS	subst:sg:gen:n	1	NCH-->ACRO
AS	AS	subst:sg:nom:n	3	NCH-->ACRO
AS	Action Script	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
ASP	ASP	subst:sg:gen:f	5	NCH-->ACRO
ASP	ASP	subst:sg:loc:f	1	NCH-->ACRO
ATK	ATK	subst:sg:gen:f	1	NCH-->ACRO
AW	AW	brev:npun	2	SYMB-->ACRO	CORR-->TAGE
AWS	AWS	subst:pl:gen:f	1	NCH-->ACRO
AWS	AWS	subst:sg:acc:f	4	NCH-->ACRO
AWS	AWS	subst:sg:gen:f	76	NCH-->ACRO
AWS	AWS	subst:sg:inst:f	2	NCH-->ACRO
AWS	AWS	subst:sg:loc:f	4	NCH-->ACRO
AWS	AWS	subst:sg:nom:f	32	NCH-->ACRO
AWS'u	AWS	subst:sg:gen:m3	1	ERR-->CERR
AWS-	AWS-	subst:sg:nom:f	1	CORR-->ERR
Ad	ad	prep:nom	4	UNK-->CW	CORR-->TAGD
Armji	armia	subst:sg:gen:f	1	UNK-->CW	CORR-->DIAL
BBC	BBC	subst:sg:gen:n	2	NCH-->ACRO
BBC	BBC	subst:sg:loc:n	1	NCH-->ACRO
BBC	BBC	subst:sg:nom:n	3	NCH-->ACRO
BCh	BCh	subst:pl:gen:n	1	NCH-->ACRO
BFG	BFG	subst:sg:loc:m3	1	NCH-->ACRO
BG	BG	subst:sg:gen:m3	1	NCH-->ACRO
BHP	BHP	subst:sg:gen:n	3	NCH-->ACRO
BIG	BIG	subst:sg:gen:m3	4	EXT-->ACRO
BL	BL	brev:npun	2	SYMB-->ACRO	CORR-->TAGE
BMW	BMW	subst:pl:nom:n	1	NCH-->ACRO
BMW	BMW	subst:sg:acc:n	1	NCH-->ACRO
BMW	BMW	subst:sg:gen:n	1	NCH-->ACRO
BMW	BMW	subst:sg:inst:n	3	NCH-->ACRO
BMW	BMW	subst:sg:loc:n	1	NCH-->ACRO
BMW	BMW	subst:sg:nom:n	7	NCH-->ACRO
BP	BP	subst:sg:gen:f	1	NCH-->ACRO
BP	BP	subst:sg:gen:m3	1	NCH-->ACRO
BP	BP	subst:sg:gen:n	1	NCH-->ACRO
BP	BP	subst:sg:loc:m3	1	NCH-->ACRO
BP	BP	subst:sg:nom:n	1	NCH-->ACRO
BPH	BPH	subst:sg:gen:m3	4	NCH-->ACRO
BRE	BRE	subst:sg:gen:m3	1	NCH-->ACRO
BSE	BSE	subst:sg:acc:n	1	NCH-->ACRO
BSE	BSE	subst:sg:gen:n	2	NCH-->ACRO
BSE	BSE	subst:sg:nom:n	1	NCH-->ACRO
Bertrand'a	Bertrand	subst:sg:gen:m1	1	ERR-->CERR
Blitzkrieg'u	blitzkrieg	subst:sg:gen:m3	1	CW-->COMPD
Boga	Boga	subst:sg:acc:m1	1	UNK-->CW
Borax@polbox.com	Borax@polbox.com	subst:sg:nom:m3	1	PN-->SYMB
Bregovic'a	Bregovic	subst:sg:gen:m1	1	ERR-->CERR
Bush'a	Bush	subst:sg:gen:m1	1	ERR-->CERR
CAP	CAP	subst:sg:nom:n	1	PN-->ACRO
CBOS	CBOS	subst:sg:acc:n	1	NCH-->ACRO
CBOS	CBOS	subst:sg:gen:n	6	NCH-->ACRO
CBOS	CBOS	subst:sg:nom:n	1	NCH-->ACRO
CD	CD	subst:sg:loc:m3	2	NCH-->ACRO
CD	CD	subst:sg:loc:n	1	NCH-->ACRO
CD	CD	subst:sg:nom:n	5	NCH-->ACRO
CD-R	CD-R	subst:sg:gen:m3	1	PN-->ACRO
CD-R	CD-R	subst:sg:nom:m3	2	PN-->ACRO
CDU	CDU	subst:sg:dat:f	1	NCH-->ACRO
CDU	CDU	subst:sg:gen:f	1	NCH-->ACRO
CDU	CDU	subst:sg:nom:f	2	NCH-->ACRO
CET	CET	subst:sg:nom:m3	11	NCH-->ACRO
CIA	CIA	subst:sg:gen:f	10	NCH-->ACRO
CIA	CIA	subst:sg:gen:n	3	NCH-->ACRO
CIA	CIA	subst:sg:nom:f	3	NCH-->ACRO
CIS	CIS	subst:sg:acc:m3	1	NCH-->ACRO
CIS	CIS	subst:sg:nom:m3	2	NCH-->ACRO
CIT	CIT	subst:sg:gen:m3	1	NCH-->ACRO
CKM	CKM	subst:sg:nom:m3	89	NCH-->ACRO
CNN	CNN	subst:sg:gen:f	2	NCH-->ACRO
CNN	CNN	subst:sg:nom:f	1	NCH-->ACRO
CPN	CPN	subst:sg:gen:f	1	NCH-->ACRO
CPN	CPN	subst:sg:loc:f	1	NCH-->ACRO
CS	CS	brev:npun	5	SYMB-->ACRO	CORR-->TAGE
CSU	CSU	subst:sg:gen:f	1	NCH-->ACRO
CSU	CSU	subst:sg:nom:f	2	NCH-->ACRO
CUP	CUP	subst:sg:gen:m3	2	SYMB-->ACRO	CORR-->TAGE
CV	CV	subst:sg:gen:n	1	NCH-->ACRO
ChRL	ChRL	subst:sg:gen:f	1	NCH-->ACRO
ChRL	ChRL	subst:sg:loc:f	1	NCH-->ACRO
ChZT	ChZT	subst:sg:gen:n	2	PN-->ACRO
Charles'a	Charles	subst:sg:acc:m1	1	ERR-->CERR
Charles'a	Charles	subst:sg:gen:m1	1	ERR-->CERR
Chomsky’ego	Chomsky	subst:sg:acc:m1	1	NCH-->COMPD
Coster'a	Coster	subst:sg:acc:m1	1	ERR-->CERR
Courvoisier'em	Courvoisier	subst:sg:inst:m3	1	ERR-->CERR
Czytelniku	Czytelnik	subst:sg:loc:m2	2	UNK-->CW	CORR-->TAGE
DANA	DANA	subst:sg:nom:f	1	NCH-->ACRO
DCIoS	Dominikańskie Centrum Informacji o Sektach	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
DDC	DCC	subst:sg:nom:m3	1	PN-->ACRO
DEL	DEL	subst:sg:gen:n	1	PN-->ACRO
DNA	DNA	subst:sg:dat:m3	1	NCH-->ACRO
DNA	DNA	subst:sg:gen:n	8	NCH-->ACRO
DNA	DNA	subst:sg:nom:m3	1	NCH-->ACRO
DTP	DTP	subst:sg:nom:n	1	NCH-->ACRO
DVD	DVD	subst:sg:acc:n	3	NCH-->ACRO
DVD	DVD	subst:sg:gen:n	3	NCH-->ACRO
DVD	DVD	subst:sg:loc:n	3	NCH-->ACRO
DVD	DVD	subst:sg:nom:n	5	NCH-->ACRO
DVD-ROM	DVD-ROM	subst:sg:loc:m3	1	PN-->ACRO
Dan	dać	ppas:sg:nom:m3:perf:aff	1	UNK-->CW	CORR-->DIAL
Demokraci.pl	Demokraci.pl	subst:pl:nom:m1	1	PN-->WEB
Dewey’a	Dewey	subst:sg:acc:m1	1	ERR-->CERR
DivXa	DivX	subst:sg:gen:m2	1	PN-->ACRO
EAM’u	EAM	subst:sg:gen:m3	1	ERR-->CERR
ECU	ECU	subst:pl:gen:n	2	NCH-->ACRO
ECU	ECU	subst:sg:gen:n	2	NCH-->ACRO
EEG	EEG	subst:sg:nom:n	1	NCH-->ACRO
ETA	ETA	subst:sg:gen:f	1	NCH-->ACRO
EWG	EWG	subst:sg:gen:f	3	NCH-->ACRO
Ekhem	ekhem	qub	1	UNK-->CW
Elyta	elita	subst:sg:nom:f	1	UNK-->NEOL
FAO	FAO	subst:sg:gen:f	1	NCH-->ACRO
FBI	FBI	subst:sg:acc:n	1	NCH-->ACRO
FBI	FBI	subst:sg:gen:n	4	NCH-->ACRO
FBI	FBI	subst:sg:inst:n	2	NCH-->ACRO
FBI	FBI	subst:sg:nom:n	1	NCH-->ACRO
FC	FC	subst:sg:gen:n	3	NCH-->ACRO
FC	FC	subst:sg:inst:n	1	NCH-->ACRO
FDP	FDP	subst:sg:nom:f	1	NCH-->ACRO
FIFe	FIFe	subst:sg:acc:n	1	PN-->ACRO
FSO	FSO	subst:sg:gen:f	2	NCH-->ACRO
FSO	FSO	subst:sg:gen:n	1	NCH-->ACRO
FSO	FSO	subst:sg:loc:f	1	NCH-->ACRO
FSO	FSO	subst:sg:nom:f	2	NCH-->ACRO
FSO	FSO	subst:sg:nom:n	1	NCH-->ACRO
Fatah	FATAH	subst:sg:nom:m3	1	PN-->ACRO
Flash'a	Flash	subst:sg:gen:m3	1	ERR-->CERR
GAMA	GAMA	subst:sg:nom:f	1	NCH-->ACRO
GIMPA	GIMP	subst:sg:gen:m2	1	PN-->ACRO
GKKFiS	GKKFiS	subst:sg:gen:f	1	PN-->ACRO
GL	GL	subst:sg:nom:f	3	NCH-->ACRO
GPU	GPU	subst:sg:gen:n	2	NCH-->ACRO
Gawex-ie	Gawex	subst:sg:loc:m3	1	ERR-->CERR
Graecas	Graecas	adv	1	UNK-->EXT
HBO	HBO	subst:sg:loc:n	1	NCH-->ACRO
HDZ	HDZ	subst:sg:nom:f	1	NCH-->ACRO
Harry’ego	Harry	subst:sg:gen:m1	1	NCH-->COMPD
Hosty-i	hostia	subst:sg:loc:f	1	UNK-->CW	CORR-->DIAL
I-szy	I-szy	adj:sg:nom:m3:pos	1	CERR-->CERR-TAGE
IKEA	IKEA	subst:sg:nom:f	1	NCH-->ACRO
IKEI	IKEA	subst:sg:gen:f	1	PN-->ACRO
IP	IP	subst:sg:nom:n	1	NCH-->ACRO
IQ	IQ	subst:sg:inst:n	1	NCH-->ACRO
IRA	IRA	subst:sg:acc:f	1	NCH-->ACRO
IRA	IRA	subst:sg:gen:f	3	NCH-->ACRO
IRA	IRA	subst:sg:inst:f	1	NCH-->ACRO
IRA	IRA	subst:sg:nom:f	5	NCH-->ACRO
ISO	ISO	subst:sg:gen:n	1	NCH-->ACRO
ISO	ISO	subst:sg:nom:n	1	NCH-->ACRO
IV-ligowcy	IV-ligowiec	subst:pl:nom:m1	1	CERR-->CORR
Ira	IRA	subst:sg:nom:f	1	PN-->ACRO
J@zz	Jazz	subst:sg:nom:m3	1	UNK-->PN
JKM	Janusz Korwin-Mikke	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
JS	JS	brev:npun	2	SYMB-->ACRO	CORR-->TAGE
Jamny	Jamna	subst:sg:gen:f	1	COMPD-->PN
Jo	ja	ppron12:sg:nom:m1:pri	1	UNK-->CW	CORR-->DIAL
KAI	KAI	subst:sg:gen:f	1	NCH-->ACRO
KBW	KBW	subst:sg:gen:m3	2	NCH-->ACRO
KBWE	KBWE	subst:sg:gen:f	2	NCH-->ACRO
KC	KC	subst:sg:gen:m3	20	NCH-->ACRO
KC	KC	subst:sg:loc:m3	1	NCH-->ACRO
KE	KE	subst:sg:gen:f	1	NCH-->ACRO
KEP	KEP	subst:sg:nom:f	1	NCH-->ACRO
KG	KG	subst:sg:gen:f	2	NCH-->ACRO
KGB	KGB	subst:sg:gen:m3	1	NCH-->ACRO
KGB	KGB	subst:sg:gen:n	1	NCH-->ACRO
KGB	KGB	subst:sg:nom:n	1	NCH-->ACRO
KGHM	KGHM	subst:sg:gen:m3	2	NCH-->ACRO
KIER	kier	adj:sg:nom:f:pos	3	UNK-->CW	CORR-->ERR
KK	KK	brev:pun	2	SYMB-->ACRO	CORR-->TAGE
KK	Kościół Katolicki	brev:npun	3	SYMB-->ACRO	CORR-->TAGE
KLD	KLD	subst:sg:gen:m3	1	NCH-->ACRO
KP	KP	subst:sg:gen:m3	1	NCH-->ACRO
KPP	KPP	subst:sg:acc:f	1	NCH-->ACRO
KPP	KPP	subst:sg:gen:f	3	NCH-->ACRO
KPP	KPP	subst:sg:loc:f	2	NCH-->ACRO
KPP	KPP	subst:sg:nom:f	2	NCH-->ACRO
KPZR	KPZR	subst:sg:gen:f	5	NCH-->ACRO
KPZR	KPZR	subst:sg:inst:f	2	NCH-->ACRO
KRLD	KRLD	subst:sg:gen:f	1	NCH-->ACRO
KRRiT	KRRiT	subst:sg:gen:f	5	NCH-->ACRO
KRRiTV	KRRiTV	subst:sg:gen:f	5	PN-->ACRO
KRRiTV	KRRiTV	subst:sg:nom:f	3	PN-->ACRO
KRUS	KRUS	subst:sg:gen:f	1	NCH-->ACRO
KRUS	KRUS	subst:sg:loc:f	1	NCH-->ACRO
KW	KW	subst:sg:gen:f	1	NCH-->ACRO
KW	KW	subst:sg:gen:m3	3	NCH-->ACRO
KWP	KWP	subst:sg:gen:f	3	NCH-->ACRO
Kalendas	Kalendas	adv	1	UNK-->EXT	ERR-->CORR
Karcmy	karczma	subst:sg:gen:f	1	UNK-->CW	CORR-->DIAL
Kidery	KIdera	subst:sg:gen:m1	1	CORR-->TAGE
Kiler-ów	Kiler	subst:sg:gen:m1	1	ERR-->CERR
Ko	Koracz	subst:sg:gen:m1	1	COMPD-->PN	CORR-->ERR
Kogel-mogel	kogel-mogel	subst:sg:nom:m3	1	UNK-->CW
Koleji	kolej	subst:pl:gen:f	1	UNK-->CW	CORR-->DIAL
KoniecPZPN.pl	KoniecPZPN.pl	subst:sg:nom:m3	1	PN-->WEB
Kużden	kużden	adj:sg:nom:m1:pos	1	UNK-->CW	CORR-->DIAL
LO	LO	subst:sg:gen:n	7	NCH-->ACRO
LO	LO	subst:sg:loc:n	6	NCH-->ACRO
LOK	LOK	subst:sg:acc:f	1	NCH-->ACRO
LOK	LOK	subst:sg:gen:f	1	NCH-->ACRO
LOTR-a	LOTR-a	subst:sg:gen:m3	1	CORR-->TAGE
LP	LP	subst:sg:nom:n	1	NCH-->ACRO
LPR	LPR	subst:sg:acc:f	1	NCH-->ACRO
LPR	LPR	subst:sg:gen:f	9	NCH-->ACRO
LPR	LPR	subst:sg:loc:f	1	NCH-->ACRO
LPR	LPR	subst:sg:nom:f	5	NCH-->ACRO
LSD	LSD	subst:sg:inst:n	1	NCH-->ACRO
LiD	LiD	subst:sg:gen:f	2	PN-->ACRO
LiD	LiD	subst:sg:nom:f	4	PN-->ACRO
M-skiego	M-ski	subst:sg:acc:m1	1	PN-->SYMB
M-skiego	M-ski	subst:sg:gen:m1	1	PN-->SYMB
MAO	MAO	subst:sg:nom:m3	1	PN-->ACRO
MDK	MDK	subst:sg:gen:m3	3	NCH-->ACRO
MDK	MDK	subst:sg:loc:m3	1	NCH-->ACRO
MENiS	MENiS	subst:sg:acc:n	1	PN-->ACRO
MENiS	MENiS	subst:sg:loc:n	1	PN-->ACRO
MFW	MFW	subst:sg:gen:m3	4	NCH-->ACRO
MFW	MFW	subst:sg:gen:n	1	NCH-->ACRO
MGPiPS	MGPiPS	subst:sg:acc:n	1	PN-->ACRO
MIDI	MIDI	subst:sg:nom:n	1	NCH-->ACRO
MIG	MIG	subst:sg:nom:m3	1	NCH-->ACRO
MKOl	MKOl	subst:sg:gen:m3	1	NCH-->ACRO
MMS-a	MMS-a	subst:sg:gen:m2	1	CORR-->TAGE
MO	MO	subst:sg:acc:f	1	NCH-->ACRO
MO	MO	subst:sg:gen:f	3	NCH-->ACRO
MO	MO	subst:sg:nom:f	2	NCH-->ACRO
MOP	MOP	subst:sg:gen:f	1	NCH-->ACRO
MP	MP	subst:sg:nom:n	1	NCH-->ACRO
MPK	MPK	subst:sg:gen:n	3	NCH-->ACRO
MPK	MPK	subst:sg:nom:n	3	NCH-->ACRO
MPO	MPO	subst:sg:loc:n	1	NCH-->ACRO
MSP	MSP	subst:pl:gen:n	1	NCH-->ACRO
MSW	MSW	subst:sg:acc:n	1	NCH-->ACRO
MSW	MSW	subst:sg:gen:m3	5	NCH-->ACRO
MSW	MSW	subst:sg:gen:n	10	NCH-->ACRO
MSW	MSW	subst:sg:loc:n	1	NCH-->ACRO
MSWiA	MSWiA	subst:sg:gen:n	15	NCH-->ACRO
MSWiA	MSWiA	subst:sg:loc:n	3	NCH-->ACRO
MSWiA	MSWiA	subst:sg:nom:n	1	NCH-->ACRO
MSZ	MSZ	subst:sg:gen:m3	6	NCH-->ACRO
MSZ	MSZ	subst:sg:loc:m3	2	NCH-->ACRO
MTV	MTV	subst:sg:nom:f	1	NCH-->ACRO
MW	MW	subst:sg:gen:f	1	NCH-->ACRO
MZK	MZK	subst:pl:acc:m3	1	NCH-->ACRO
MZK	MZK	subst:sg:gen:m3	3	NCH-->ACRO
MZK	MZK	subst:sg:gen:n	2	NCH-->ACRO
MZK	MZK	subst:sg:loc:m3	2	NCH-->ACRO
MZiOS	MZiOS	subst:sg:gen:n	1	PN-->ACRO
Matrix'a	Matrix	subst:sg:gen:m3	1	ERR-->CERR
Matrix'ie	Matrix	subst:sg:loc:m3	1	ERR-->CERR
Miau.pl	Miau.pl	subst:sg:nom:m3	1	PN-->WEB
Michel'a	Michel	subst:sg:gen:m1	1	ERR-->CERR
Moskowskije	moskowskij	adj:pl:acc:f:pos	1	UNK-->EXT
Mozgolencia@interia.pl	Mozgolencia@interia.pl	subst:sg:nom:m3	1	PN-->SYMB
Moż(rz)e	morze	subst:sg:nom:n	1	UNK-->NEOL
MŚ	MŚ	subst:pl:gen:n	1	NCH-->ACRO
MŚ	MŚ	subst:pl:inst:n	1	NCH-->ACRO
MŚ	MŚ	subst:pl:loc:n	1	NCH-->ACRO
MŚ	MŚ	subst:pl:nom:n	1	NCH-->ACRO
NASA	NASA	subst:sg:nom:f	2	NCH-->ACRO
NATO	NATO	subst:sg:acc:f	3	NCH-->ACRO
NATO	NATO	subst:sg:acc:n	1	NCH-->ACRO
NATO	NATO	subst:sg:gen:f	43	NCH-->ACRO
NATO	NATO	subst:sg:gen:n	11	NCH-->ACRO
NATO	NATO	subst:sg:inst:f	3	NCH-->ACRO
NATO	NATO	subst:sg:inst:n	1	NCH-->ACRO
NATO	NATO	subst:sg:loc:f	8	NCH-->ACRO
NATO	NATO	subst:sg:loc:n	1	NCH-->ACRO
NATO	NATO	subst:sg:nom:f	6	NCH-->ACRO
NATO	NATO	subst:sg:nom:n	3	NCH-->ACRO
NBC	NBC	subst:sg:gen:n	1	NCH-->ACRO
NBP	NBP	subst:sg:dat:m3	1	NCH-->ACRO
NBP	NBP	subst:sg:gen:m3	22	NCH-->ACRO
NFI	NFI	subst:pl:acc:m3	1	NCH-->ACRO
NFI	NFI	subst:pl:gen:m3	1	NCH-->ACRO
NFI	NFI	subst:sg:gen:m3	2	NCH-->ACRO
NIK	NIK	subst:sg:gen:m3	3	NCH-->ACRO
NKWD	NKWD	subst:sg:acc:n	1	NCH-->ACRO
NKWD	NKWD	subst:sg:gen:n	6	NCH-->ACRO
NKWD	NKWD	subst:sg:nom:n	2	NCH-->ACRO
NO	NO	subst:sg:gen:n	1	NCH-->ACRO
NO	NO	subst:sg:nom:m3	1	PN-->SYMB
NOM	NOM	subst:sg:nom:m3	1	NCH-->ACRO
NOXa	NOX	subst:sg:gen:m3	1	PN-->ACRO
NRD	NRD	subst:sg:acc:f	1	NCH-->ACRO
NRD	NRD	subst:sg:gen:f	6	NCH-->ACRO
NRD	NRD	subst:sg:loc:f	4	NCH-->ACRO
NRD	NRD	subst:sg:nom:f	1	NCH-->ACRO
NRD	NRD	subst:sg:nom:n	1	NCH-->ACRO
NRF	NRF	subst:sg:gen:f	1	NCH-->ACRO
NSA	NSA	subst:sg:dat:m3	1	NCH-->ACRO
NSA	NSA	subst:sg:gen:m3	6	NCH-->ACRO
NSA	NSA	subst:sg:nom:m3	2	NCH-->ACRO
NSDAP	NSDAP	subst:sg:gen:f	3	NCH-->ACRO
NSDAP	NSDAP	subst:sg:nom:f	2	NCH-->ACRO
NSZZ	NSZZ	subst:sg:gen:m3	16	NCH-->ACRO
NSZZ	NSZZ	subst:sg:inst:m3	1	NCH-->ACRO
NSZZ	NSZZ	subst:sg:loc:m3	1	NCH-->ACRO
Narodoma	Nardom	subst:sg:gen:m1	1	COMPD-->PN
Niemce	Niemiec	depr:pl:acc:m2	2	UNK-->CW	CORR-->DIAL
Nu	nu	qub	5	UNK-->CW
OBI	OBI	subst:sg:nom:n	2	NCH-->ACRO
OC	OC	subst:sg:nom:n	4	NCH-->ACRO
OE	OE	subst:sg:acc:m3	1	PN-->ACRO
OECD	OECD	subst:sg:acc:f	1	NCH-->ACRO
OECD	OECD	subst:sg:gen:f	3	NCH-->ACRO
OFE	OFE	subst:sg:gen:m3	1	NCH-->ACRO
OJ	OJ	brev:npun	2	SYMB-->ACRO	CORR-->TAGE
ONR'em	ONR	subst:sg:inst:m3	1	ERR-->CERR
ONZ	ONZ	subst:sg:gen:m3	1	NCH-->ACRO
OPS	OPS	subst:sg:nom:m3	2	NCH-->ACRO
OPZZ	OPZZ	subst:sg:acc:n	1	NCH-->ACRO
OPZZ	OPZZ	subst:sg:gen:n	3	NCH-->ACRO
OPZZ	OPZZ	subst:sg:nom:n	3	NCH-->ACRO
ORP	ORP	subst:sg:gen:m3	1	NCH-->ACRO
OSP	OSP	subst:sg:gen:f	16	NCH-->ACRO
OSP	OSP	subst:sg:nom:f	5	NCH-->ACRO
OneStat.com	OneStat.com	subst:sg:nom:m3	1	PN-->WEB
Onet.eu	Onet.eu	subst:sg:nom:m3	1	PN-->WEB
Onet.pl	Onet.pl	subst:sg:nom:m3	1	PN-->WEB
OŚKi	OŚKa	subst:sg:gen:f	1	NCH-->ACRO
P-ski	P-ski	subst:sg:nom:m1	1	PN-->SYMB
PA	PA	subst:sg:acc:n	1	NCH-->ACRO
PAKA	PAKA	subst:sg:nom:m3	1	PN-->ACRO
PAN	PAN	subst:sg:dat:f	1	NCH-->ACRO
PAN	PAN	subst:sg:gen:f	13	NCH-->ACRO
PAP	PAP	subst:sg:dat:f	3	NCH-->ACRO
PAP	PAP	subst:sg:gen:f	4	NCH-->ACRO
PAP	PAP	subst:sg:nom:f	18	NCH-->ACRO
PBK	PBK	subst:sg:gen:m3	1	NCH-->ACRO
PBS	PBS	subst:sg:nom:f	1	NCH-->ACRO
PC	PC	subst:sg:gen:m3	1	NCH-->ACRO
PC	PC	subst:sg:gen:n	2	NCH-->ACRO
PC	PC	subst:sg:inst:n	1	NCH-->ACRO
PC	PC	subst:sg:nom:n	2	NCH-->ACRO
PCK	PCK	subst:sg:gen:m3	3	NCH-->ACRO
PCW	PCW	subst:sg:gen:n	1	NCH-->ACRO
PDS	PDS	subst:sg:gen:f	2	NCH-->ACRO
PDS	PDS	subst:sg:inst:f	2	NCH-->ACRO
PDS	PDS	subst:sg:nom:f	1	NCH-->ACRO
PDT	PDT	subst:sg:gen:m3	1	NCH-->ACRO
PEN	PEN	subst:sg:gen:m3	2	NCH-->ACRO
PEN	PEN	subst:sg:loc:m3	2	NCH-->ACRO
PG	PG	subst:sg:acc:n	2	NCH-->ACRO
PG	PG	subst:sg:gen:n	1	NCH-->ACRO
PHARE	PHARE	subst:sg:gen:m3	3	NCH-->ACRO
PHARE	PHARE	subst:sg:nom:m3	5	NCH-->ACRO
PHU	PHU	subst:sg:nom:n	2	SYMB-->ACRO	CORR-->TAGE
PIP	PIP	subst:sg:acc:f	1	NCH-->ACRO
PIP	PIP	subst:sg:gen:f	3	NCH-->ACRO
PIPu	PIP	subst:sg:gen:m3	1	PN-->ACRO
PIS	PiS	subst:sg:nom:m3	1	PN-->ACRO
PK	PK	brev:npun	1	SYMB-->ACRO	CORR-->TAGE
PKB	PKB	subst:sg:gen:m3	11	NCH-->ACRO
PKD	PKD	subst:sg:gen:f	1	NCH-->ACRO
PKN	PKN	subst:sg:gen:m3	3	NCH-->ACRO
